year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
2013,7,29,0,150.02144,-11.0,4.0,1003.0,NW,5.3403397,0.0,0.0
2012,7,5,13,21.0,-22.0,27.0,1007.0,cv,559.13586,0.0,0.0
2010,4,14,16,11.0,-16.0,9.0,1019.0,NW,26.361229,0.0,0.0
2012,4,19,13,187.51927,16.0,17.0,1013.0,NE,4.02,0.0,0.0
2014,5,13,14,76.0,-20.0,39.944668,1006.0,SE,33.897594,0.0,0.0
2013,6,30,23,141.70708,19.0,28.0,994.0,SE,9.39,0.0,0.0
2011,11,3,9,205.0,12.0,-4.0,1027.0,SE,0.89,0.0,0.0
2011,7,17,2,234.7707,-20.0,1.0,1003.0,cv,11.944129,0.0,0.0
2010,1,25,2,69.78842,15.0,8.0,1020.0,NE,1.78,0.0,0.0
2011,6,25,6,44.0,19.0,35.0,1036.0,SE,1.698718,0.0,0.0
2013,12,26,13,121.0,-8.0,26.0,1011.0,cv,12.07,0.0,0.0
2010,8,27,23,434.62003,20.0,-3.6144915,1018.0,cv,1.79,0.0,0.0
2013,11,27,17,42.0,17.0,20.0,991.1202,SE,1.79,0.0,0.0
2014,4,24,15,280.0289,-10.0,-6.0,1034.0,cv,0.89,0.0,0.0
2013,12,12,16,338.39304,-19.0,3.0,1003.0,SE,0.89,0.0,0.0
2010,4,1,1,49.0,-6.0,18.0,1003.0,NW,5.3599706,0.0,0.0
2013,4,11,5,11.0,-15.0,-6.0,1005.0,NE,1.79,0.0,0.0
2010,8,30,18,61.0,-1.0,21.0,1015.0,NE,1.78,0.0,0.0
2014,12,26,3,140.0,-19.0,14.0,1032.0,NE,1.79,0.0,0.0
2014,5,18,13,74.0,-12.0,29.0,1008.0,NW,48.9716,0.0,0.0
2011,2,7,0,145.72589,17.0,-3.0,1026.0,cv,0.89,0.0,0.0
2012,6,19,0,55.0,24.0,28.0,1041.392,NW,12.97,0.0,0.0
2011,9,31,10,55.0,-10.0,11.0,1030.0,NE,32.517883,0.0,0.0
2014,11,9,14,59.0,-9.046024,9.0,1026.0,SE,11.18,0.0,0.0
2011,7,8,8,101.63011,-19.0,-11.0,1014.0,cv,3.13,0.0,0.0
2010,8,4,9,59.309044,18.0,22.0,1024.0,NW,15.20796,0.0,0.0
2014,10,10,4,0.0,-25.0,29.0,1037.0,SE,0.45,0.0,0.0
2010,3,18,15,72.0,-25.0,29.0,1010.0,NW,23.247738,0.0,0.0
2012,1,28,15,266.17075,22.0,-5.0,1000.0,NE,0.89,0.0,0.0
2011,7,12,7,21.0,17.0,13.0,1012.0,NW,4.02,0.0,0.0
2014,7,14,3,86.0,-27.0,35.0,995.559,SE,37.678707,0.0,0.0
2012,1,19,4,143.0,0.0,-10.0,992.85547,NW,159.08115,0.0,0.0
2010,6,6,8,226.34814,18.0,33.0,998.0,NW,257.13287,0.0,0.0
2014,7,13,8,42.0,12.0,6.0,1008.0,SE,4.92,0.0,0.0
2010,12,10,2,67.0,4.0,-4.0,1018.0,cv,5.37,0.0,0.0
2013,12,24,0,347.57816,-39.679047,-4.0,1022.0,cv,15.2,0.0,0.0
2013,12,11,5,10.0,-22.0,0.0,1019.0,NW,8.94,0.0,0.0
2011,6,20,23,17.0,-28.457483,0.0,1030.0,NE,3.13,0.0,0.0
2010,10,23,23,137.0,12.0,-1.0,1026.0,SE,4.02,0.0,0.0
2013,7,19,17,126.24988,13.0,25.0,1014.0,NW,22.350044,0.0,0.0
2014,3,1,3,49.0,6.0,13.0,1022.0,SE,0.89,0.0,0.0
2013,10,19,20,152.85628,22.0,29.0,1019.5459,NE,0.89,0.0,0.0
2012,7,6,10,75.78755,3.0,2.0,1023.0,NW,148.41103,0.0,0.0
2014,10,15,11,4.0,20.0,22.0,1032.0,cv,47.551872,0.0,0.0
2013,3,19,16,40.0,11.0,-6.0,1005.0,NW,0.89,0.0,0.0
2010,2,22,11,234.52936,-9.0,-2.0,1021.1533,cv,1.79,0.0,0.0
2012,3,17,9,97.28832,-13.0,16.0,1023.0,SE,51.583763,0.0,0.0
2013,6,16,13,142.0,-13.0,27.0,1007.0,cv,6.26,0.0,0.0
2013,5,30,4,360.33978,1.0,13.0,1000.5727,SE,4.916191,0.0,0.0
2011,5,6,14,7.0,21.0,30.812767,1004.0,cv,1.78,0.0,0.0
2014,8,8,17,36.0,25.0,-9.0,1034.0,SE,0.89,0.0,0.0
2013,12,31,23,13.0,13.0,4.0,1003.0,NE,9.39,0.0,0.0
2014,6,8,18,79.0,-12.428202,-7.0,1003.0,NW,0.89,0.0,0.0
2011,2,9,3,74.81174,19.0,-8.0,1003.4038,NE,1.79,0.0,0.0
2013,8,7,20,83.0,-7.0,1.0,1033.0,NW,4.02,0.0,0.0
2014,2,20,9,411.30505,16.0,12.0,1026.0,cv,0.89,0.0,0.0
2012,12,30,22,72.0,20.0,0.0,1010.0,cv,1.79,0.0,0.0
2013,1,11,10,52.0,10.0,8.0,1025.0,SE,19.601673,0.0,0.0
2012,7,25,12,47.0,-12.0,33.0,1008.0,SE,121.75803,0.0,0.0
2010,4,4,14,83.0,-19.0,18.0,1008.0,cv,3.13,0.0,0.0
2010,3,26,1,144.78166,19.0,16.0,1008.0,cv,1.79,0.0,0.0
2013,10,24,11,180.64867,5.0,24.0,1031.0,SE,1.78,0.0,0.0
